Meal_Id,Name,catagory,description,Veg_Non,Nutrient,Disease,Diet,Price
meal_id5,Raita,raita,"Yogurt 200g, Cucumber 100g, Mint 10g, Spices (cumin, black salt) 2g each",veg,vitamin_a, goitre kidney_disease, high_protien_diet,205
meal_id53,masoor dal,dal,"Red lentils (200g), Tomato (100g), Onion (50g), Garlic (10g), Ginger (10g), Green chili (5g), , Cumin seeds (5g), Coriander powder (5g), Salt (to taste), Oil (10ml), Fresh coriander leaves (10g)",veg,magnesium, hypertension heart_disease, high_protien_diet high_fiber_diet ketogenic_diet,250
meal_id163,aloo paratha,paratha,"Potatoes (150g), whole wheat flour (100g), spices (5g), ghee (for cooking) (10g)",veg,carbohydrates, anemia pregnancy cancer scurvy kidney_disease obesity diabeties, alkaline_diet ketogenic_diet vegan_diet high_protien_diet dash_diet,340
meal_id18,grilled almond barfi (sugar free),barfi,"khoya, sweetener (optional), almonds (crushed)",veg,calcium, goitre hypertension, low_fat_diet ketogenic_diet gluten_free_diet vegan_diet high_protien_diet,575
meal_id200,dal tadka,tadka,"tomatoes (50g), onions (50g), garlic (5g), ginger (5g), green chilies (5g), turmeric powder (5g), cumin seeds (5g), mustard seeds (5g), ghee (10g), coriander leaves (10g), salt to taste",veg,vitamin_d, hypertension heart_disease, high_fiber_diet ketogenic_diet,665
meal_id56,paneer bhurji,paneer,"Paneer (200g), onions (100g), tomatoes (100g), green chilies (10g), ginger (10g), garlic (10g), turmeric powder (5g), cumin seeds (5g), coriander powder (5g), garam masala (5g), salt to taste, coriander leaves for garnish",veg,magnesium, hypertension heart_disease, high_protien_diet high_fiber_diet ketogenic_diet,330
meal_id201,mix fruit laccha rabri tortilla crunch,rabri,"milk, sugar, cardamom powder, saffron, almonds and pistachios, grapes, apple, kiwi, orange, pomegranate, mint leaves, tortilla sheet, oil",veg,calcium, pregnancy hypertension scurvy heart_disease eye_disease obesity diabeties, alkaline_diet low_fat_diet ketogenic_diet low_sodium_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet,225
meal_id21,apple rabdi,rabdi,"apples, milk, sugar, green cardamoms, almonds (blanched), pistachios (blanched)",veg,calcium, obesity diabeties, high_protien_diet vegan_diet low_fat_diet ketogenic_diet,495
meal_id23,dates and nuts ladoo,ladoo,"dates (pitted), mixed nuts (almonds, cashews, walnuts, pistachios, peanuts), dessicated coconut (optional)",veg,vitamin_e, anemia cancer heart_disease kidney_disease obesity diabeties, alkaline_diet omni_diet ketogenic_diet low_sodium_diet vegan_diet high_fiber_diet gluten_free_diet dash_diet,400
meal_id24,quinoa Salad,quinoa,"Quinoa (100g), Cucumber (1 medium), Bell Peppers (50g), Chickpeas (50g), Lemon Juice (1 tbsp), Olive Oil (1 tbsp), Salt (to taste), Black Pepper (1/2 tsp)",veg,calcium, anemia hypertension scurvy heart_disease goitre kidney_disease pregnancy diabeties, alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet dash_diet,265
meal_id202,beetroot Salad,beetroot,"Beetroot (200g), Carrot (100g), Cucumber (100g), Lemon Juice (1 tbsp), Olive Oil (1 tbsp), Salt (to taste), Black Pepper (1 tsp), Coriander Leaves (for garnish)",veg,magnesium, scurvy hypertension heart_disease, high_protien_diet high_fiber_diet ketogenic_diet,370
meal_id69,aloo gobi,aloo,"Potatoes (200g), Cauliflower (200g), Tomatoes (100g), Onions (100g), Garlic (5 cloves), Ginger (10g), Green Chilies (2), Spices (cumin, coriander, garam masala, turmeric, salt - to taste), Oil (2 tbsp)",veg,selenium, hypertension, alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_fiber_diet dash_diet,485
meal_id203,baingan bharta,baingan,"Eggplant (baingan, 200g), onions (30g), tomatoes (50g), ginger-garlic paste (10g), green chilies (5g), turmeric powder (5g), cumin powder (5g), coriander powder (5g), garam masala (5g), coriander leaves (10g), mustard oil (20ml), salt (5g)",veg,potassium, hypertension heart_disease goitre obesity diabeties, alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet,290
meal_id204,paneer tikka,paneer,"Paneer (cottage cheese, 200g), bell peppers (50g), onions (30g), yogurt (curd, 50g), ginger-garlic paste (10g), lemon juice (10ml), garam masala (5g), cumin powder (5g), turmeric powder (5g), red chili powder (5g), chaat masala (5g), salt (5g), skewers",veg,magnesium, hypertension heart_disease, high_protien_diet high_fiber_diet ketogenic_diet gluten_free_diet,255
meal_id25,vegetable upma,vegetable,"Semolina (rava, 100g), mixed vegetables (carrots, peas, beans - 100g), onions (30g), mustard seeds (5g), urad dal (5g), chana dal (5g), curry leaves (5g), green chilies (5g), ginger (10g), cashew nuts (10g), ghee (20g), salt (5g)",veg,protien, hypertension, high_protien_diet vegan_diet dash_diet ketogenic_diet,645
meal_id205,masoor dal (Red Lentil Curry),dal,"Red lentils (200g), tomatoes (100g), onions (50g), garlic (10g), ginger (10g), cumin seeds (5g), turmeric powder (5g), coriander powder (5g), garam masala (5g), salt (to taste), water (500ml)",veg,potassium, scurvy, alkaline_diet low_fat_diet high_fiber_diet ketogenic_diet,200
meal_id206,khichdi,khichdi,"Rice (100g), yellow moong dal (100g), mixed vegetables (carrots, peas, beans - 100g), onions (30g), ginger (10g), garlic (10g), green chilies (5g), turmeric powder (5g), cumin seeds (5g), ghee (20g), salt (5g)",veg,magnesium, hypertension heart_disease, high_protien_diet high_fiber_diet ketogenic_diet,585
meal_id207,vegetable pulao,pulao,"Basmati rice (200g), mixed vegetables (carrots - 100g, peas - 50g, beans - 50g), onions (50g), tomatoes (50g), ginger-garlic paste (10g), spices (cumin seeds - 5g, turmeric powder - 5g, garam masala - 5g), coriander leaves (10g), water (400ml)",veg,potassium, hypertension, alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_fiber_diet gluten_free_diet,545
meal_id208,quinoa salad,salad,"Quinoa (100g, cooked), mixed bell peppers (red, yellow, green - 50g, diced), cucumber (1 medium, diced), cherry tomatoes (100g, halved), red onion (1 small, finely chopped), fresh parsley (2 tablespoons, chopped), lemon juice (2 tablespoons), extra virgin olive oil (1 tablespoon), salt and black pepper to taste",veg,selenium, hypertension scurvy goitre kidney_disease pregnancy, alkaline_diet low_fat_diet paleo_diet Mediterranean_diet ketogenic_diet low_sodium_diet vegan_diet high_fiber_diet dash_diet,650
meal_id209,vegetarian protein powerhouse salad,salad,"Chickpeas (100g), lentils (100g), tofu (100g), spinach (50g), cucumber (50g), tomatoes (50g), bell peppers (50g), onions (30g), olive oil (10ml), lemon juice (10ml), salt (5g), pepper (2g)",veg,vitamin_d, cancer hypertension kidney_disease rickets, low_fat_diet ketogenic_diet high_fiber_diet high_protien_diet dash_diet,580
meal_id210,paneer tikka,paneer,"Paneer (200g), Yogurt (100g), Bell peppers (100g), Onions (100g), Spices (as per taste)",veg,protien, obesity pregnancy hypertension goitre, paleo_diet ketogenic_diet low_sodium_diet vegan_diet high_fiber_diet gluten_free_diet dash_diet,375
meal_id44,pan fried pomfret,curry,"white pomfret fish, sunflower refined ooil, red chilli powder, salt, turmeric powder, ginger-garlic paste, lemon (juiced), cumin powder, coriander powder, garam masala, green chilli, curry leaves, coriander",veg,iron, cancer, alkaline_diet low_fat_diet vegan_diet high_fiber_diet hormone_diet,320
meal_id126,crab meat masala,crab,"processed crab meat, refined oil, curry leaves, garlic, green chilli, onion, ginger-garlic paste, coriander, coriander powder, cumin powder, turmeric powder, garam masala powder, kashmiri chilli powder, salt, lemon, chop masala, tomato",non-veg,potassium, anemia pregnancy cancer kidney_disease obesity, type_o_diet low_fat_diet omni_diet ketogenic_diet low_sodium_diet vegan_diet high_fiber_diet high_protien_diet dash_diet,200
meal_id136,fish curry,curry,"sear fish, coconut, ginger, pureed tamarind, salt, powdered turmeric, green chillies, red chilli powder, shallots",non-veg,vitamin_a, anemia pregnancy hypertension cancer heart_disease rickets goitre kidney_disease obesity diabeties, alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_protien_diet dash_diet low_carb_diet,665
meal_id45,ghee roast chicken dosa quesadilla,dosa,"dry red chillies, coriander seeds, cumin seeds, fenugreek seeds, black pepper, clove, garlic, turmeric powder, boneless chicken, curd, lemon (juiced), for cooking chicken:, tamarind pulp, ginger (1 inch), garlic cloves, onion, tomato, ghee, red chilli powder, salt, crushed jaggery, dosa batter (for 4 dosas), processed cheese, ghee or oil (to crisp the dosa), coriander leaves, curry leaves (deep fried), curd, salt, zeera powder, sugar, red chilli powder",non-veg,iron, anemia rickets goitre kidney_disease pregnancy, low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,385
meal_id2,chicken salad,salad,"olive oil, chicken mince, garlic (minced), onion, salt, black pepper, carrot, cabbage, green onions, sweet chilli sauce, peanut butter, ginger, soy sauce, fresh cilantro, red pepper flakes (crushed), tarts",non-veg,fiber, anemia pregnancy hypertension rickets goitre kidney_disease obesity, low_fat_diet low_carb_diet ketogenic_diet low_sodium_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,500
meal_id46,steam  chicken,chicken,"buns, all purpose white flour, dry yeast, sugar, salt, warm water, chicken mince, eggs, soy sauce, sugar, sesame oil, worcestershire sauce, chives, aromat powder",non-veg,iron, anemia rickets goitre kidney_disease pregnancy, low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,680
meal_id211,chicken tikka masala,Chicken,"Boneless chicken (200g), yogurt (100g), ginger garlic paste (10g), tomato puree (150g), cream (50g), spices (garam masala, turmeric, cumin, coriander powder), lemon juice (10g), oil (20g), salt to taste",non-veg,iron, goitre, vegan_diet low_fat_diet high_fiber_diet,355
meal_id65,palak paneer,paneer,"Spinach (200g), Paneer (150g), Onion (1, finely chopped), Tomato (1, finely chopped), Ginger (1 tsp, grated), Garlic (2 cloves, minced), Green chili (1, finely chopped), Cumin seeds (1 tsp), Turmeric powder (1/2 tsp), Coriander powder (1 tsp), Garam masala (1/2 tsp), Salt (to taste), Oil (2 tbsp), Fresh cream (optional, 2 tbsp)",veg,magnesium, anemia hypertension scurvy heart_disease rickets kidney_disease obesity, low_fat_diet omni_diet ketogenic_diet gluten_free_diet high_fiber_diet hormone_diet high_protien_diet,550
meal_id212,al hachi chicken,chicken,"shallow fried chicken, bottle gourd (boiled and sun dried), onion, garlic, whole spices:, green cardamom, black cardamom, cinnamon sticks, turmeric, deggi mirch, fennel seeds powder, dry ginger powder, coriander powder, salt, mustard oil, desi ghee",non-veg,magnesium, anemia rickets goitre kidney_disease pregnancy, low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,360
meal_id48,almond and chicken momos (without shell),chicken,"chicken mince, garlic, carrots, spring onion, ginger, soya sauce, oyster sauce, sesame oil, pepper powder, egg, almonds (blanched), oil (for greasing)",non-veg,calcium, anemia hypertension rickets goitre kidney_disease pregnancy, low_fat_diet low_carb_diet ketogenic_diet low_sodium_diet gluten_free_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,460
meal_id213,moong dal khichdi,khichdi,"Rice (100g), split yellow mung beans (50g), vegetables (carrots - 50g, peas - 50g), spices (cumin seeds, turmeric, salt), ghee (10g)",veg,vitamin_a, anemia hypertension scurvy heart_disease rickets kidney_disease obesity, low_fat_diet omni_diet ketogenic_diet high_fiber_diet hormone_diet high_protien_diet,250
meal_id49,khichdi,khichdi,"Rice (100g), Lentils (50g), Vegetables (100g), Spices (as per taste)",veg,chloride, goitre, vegan_diet high_fiber_diet,465
meal_id137,fish stew,fish,"sole fillet (you can also do 2/3 types of fish), large shrimps (optional), potatoes (peeled), onions (cut into slices), garlic cloves, red capsicum (can use green also), parsley or coriander (choose the herb that most suits your taste buds), few dashes of hot sauce, paprika, olive oil, white wine, rock salt",non-veg,vitamin_a, anemia pregnancy hypertension cancer heart_disease rickets goitre kidney_disease obesity diabeties, alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_protien_diet dash_diet low_carb_diet,465
meal_id127,grilled fish with Lemon Sauce,fish,"Fish fillet (200g), lemon juice (2 tbsp), garlic (2 cloves, minced), parsley (2 tbsp, chopped), salt (to taste), black pepper (to taste)",non-veg,vitamin_c, cancer, high_protien_diet,635
meal_id214,grilled fish with Lemon and Herbs, fish,"Fish fillet (150g), lemon juice (30g), olive oil (20g), garlic (10g), parsley (5g), thyme (5g), rosemary (5g), salt (to taste), black pepper (to taste), mixed vegetables (100g)",non-veg,phosphorus, goitre kidney_disease, vegan_diet low_fat_diet high_fiber_diet,205
meal_id215,dal tadka,tadka,"Yellow lentils (100g), onions (2 medium, finely chopped), tomatoes (2 medium, finely chopped), garlic cloves (4, minced), ginger (1-inch piece, minced), green chilies (2, chopped), turmeric powder (1/2 teaspoon), cumin seeds (1 teaspoon), mustard seeds (1 teaspoon), ghee (2 tablespoons), salt (to taste), water (2 cups), cilantro leaves (for garnish)",veg,sodium, scurvy heart_disease kidney_disease obesity diabeties, alkaline_diet low_fat_diet low_sodium_diet gluten_free_diet vegan_diet high_fiber_diet high_protien_diet dash_diet,315
meal_id116,chicken tikka masala,chicken,"Boneless chicken (200g), yogurt (100g), ginger-garlic paste (1 tbsp), garam masala (1 tsp), cumin powder (1 tsp), coriander powder (1 tsp), turmeric powder (1/2 tsp), chili powder (1/2 tsp), tomato puree (200g), cream (50g), butter (2 tbsp), salt (to taste)",non-veg,iron, anemia rickets goitre kidney_disease pregnancy, low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,435
meal_id117,fish curry,fish,"White fish fillets (200g), coconut milk (200ml), onion (1, chopped), tomato (1, chopped), ginger-garlic paste (1 tbsp), turmeric powder (1/2 tsp), chili powder (1 tsp), coriander powder (1 tsp), cumin powder (1/2 tsp), mustard seeds (1/2 tsp), curry leaves (a few), salt (to taste)",non-veg,iron, anemia rickets goitre kidney_disease pregnancy, low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,260
meal_id213,khichdi,khichdi,"Rice 100g, Lentils (Moong Dal) 50g, Ghee 2 tbsp, Cumin Seeds 1 tsp, Turmeric Powder 1 tsp, Salt to taste, Water 400ml",veg,vitamin_a, anemia hypertension scurvy heart_disease rickets kidney_disease obesity, low_fat_diet omni_diet ketogenic_diet high_fiber_diet hormone_diet high_protien_diet,340
meal_id50,Soybean Tikki,tikki,"Soybeans (100g), Boiled Potatoes (100g), Onions (50g), Green Chilies (10g), Coriander Leaves (20g), Spices (garam masala, salt, red chili powder), Olive Oil (for shallow frying)",veg,iron, pregnancy goitre, low_fat_diet paleo_diet vegan_diet high_fiber_diet high_protien_diet,640
meal_id186,strawberry &amp,strawberry,"plain flour, baking powder, sea salt, unsalted butter, egg yoks, castor sugar, double cream, yolk, sugar, gelatine, butter, pistachio paste, strawberry",veg,vitamin_a, scurvy kidney_disease, high_protien_diet low_fat_diet,675
meal_id216,duo of chocolate and strawberry,strawberry,"dark chocolate, white chocolate, strawberries",veg,vitamin_c, scurvy hypertension heart_disease, high_fiber_diet ketogenic_diet,220
meal_id217,mustard-parmesan whole roasted cauliflower,roasted,"cauliflowers, garlic, halved, olive oil , dijon mustard , kosher salt , freshly ground black pepper , fresh parsley leaves, parmesan , lemon wedges",veg,chloride, cancer hypertension kidney_disease, alkaline_diet ketogenic_diet vegan_diet high_protien_diet dash_diet,510
meal_id218,hassel back sweet potatoes,vanilla,"sweet potatoes, butter, brown sugar, pure vanilla extract, ground cinnamon, himalayan pink salt / rock salt",veg,chloride, pregnancy hypertension scurvy goitre kidney_disease obesity, alkaline_diet low_fat_diet omni_diet paleo_diet Mediterranean_diet low_sodium_diet high_fiber_diet high_protien_diet dash_diet,655
meal_id74,Paneer Bhurji,paneer,"Paneer (200g), Onions (2, finely chopped), Tomatoes (2, finely chopped), Green chilies (2, finely chopped), Ginger-garlic paste (1 tablespoon), Turmeric powder (1/2 teaspoon), Cumin seeds (1/2 teaspoon), Coriander powder (1 teaspoon), Garam masala (1/2 teaspoon), Salt (to taste), Oil (2 tablespoons)",veg,iron, anemia pregnancy scurvy heart_disease goitre kidney_disease obesity diabeties, vegan_diet low_fat_diet high_fiber_diet ketogenic_diet,240
meal_id219,Banana Smoothie,smoothie,"Bananas (2 medium-sized), Greek Yogurt (150g), Honey (1 tbsp), Almond Milk (250ml), Chia Seeds (1 tbsp)",veg,potassium, pregnancy, low_fat_diet high_fiber_diet ketogenic_diet,595
meal_id220,Masoor Dal,dal,"Red lentils (200g), onion (1 medium, chopped), tomato (1 large, chopped), garlic (5 cloves, minced), ginger (1-inch piece, minced), green chili (1, chopped), cumin seeds (5g), turmeric powder (5g), coriander powder (10g), salt (to taste), vegetable oil (10g), fresh cilantro (for garnish)",veg,vitamin_a, heart_disease, ketogenic_diet hormone_diet,355
meal_id221,Paneer Bhurji,paneer,"Paneer (200g), tomatoes (100g), onions (50g), green peas (50g), green chillies (2), ginger (10g), turmeric powder (1/2 tsp), coriander powder (1 tsp), cumin powder (1/2 tsp), garam masala (1/2 tsp), salt to taste, coriander leaves for garnish",veg,calcium, pregnancy hypertension scurvy heart_disease goitre kidney_disease obesity, low_fat_diet omni_diet Mediterranean_diet ketogenic_diet low_sodium_diet vegan_diet high_protien_diet dash_diet,320
meal_id222,chocolate cookies,cookie,"dark chocolate coverture, sugar, flax eggs, flour, baking powder, salt, cocoa powder, vanilla essence",veg,magnesium, hypertension heart_disease, high_protien_diet high_fiber_diet ketogenic_diet,230
meal_id223,veg summer rolls,rice,"rice paper sheets, iceberg lettuce, carrot, bean sprouts, cucumber, tofu, basil, mint leaves, coriander, rice noodles (soaked in warm water for 20-25 minutes), peanuts, hoisin sauce, peanuts, garlic, oil, red chillies, water",veg,carbohydrates, diabeties, high_protien_diet,545
meal_id224,Palak Dal,dal,"Spinach (100g), Toor Dal (split pigeon peas) (50g), Onion (1 medium), Tomato (1 medium), Garlic (2 cloves), Ginger (1 inch piece), Green Chilies (2), Cumin Seeds (1 tsp), Turmeric Powder (1/2 tsp), Salt (to taste), Water (500ml), Oil (1 tbsp)",veg,potassium, goitre, low_fat_diet high_fiber_diet ketogenic_diet,645
meal_id225,sweet potato pie,pie,"yams (red skinned), condensed milk, sugar, egg , cinnamon , marshmallows ,",veg,vitamin_a, hypertension scurvy goitre kidney_disease pregnancy, alkaline_diet low_fat_diet paleo_diet Mediterranean_diet low_sodium_diet gluten_free_diet high_fiber_diet high_protien_diet dash_diet,680
meal_id226,wok tossed asparagus in mild garlic sauce,sauce,"asparagus, 1 fried onion (medium), 1/2 tsp breakfast sugar, 10 ml potato starch, 20 ml stock vegetarian, 20 gm porcini, salt to taste, 50 ml oil",veg,chloride, hypertension cancer scurvy heart_disease kidney_disease pregnancy diabeties, alkaline_diet dash_diet low_fat_diet type_a_diet,615
meal_id227,Kale Chana Salad,salad,"Kale (100 grams), Boiled Black Chickpeas (150 grams), Cherry Tomatoes (50 grams), Cucumber (50 grams), Red Onion (30 grams), Lemon Juice (10 ml), Olive Oil (10 ml), Salt (to taste), Black Pepper (to taste), Cumin Powder (1 gram), Coriander Leaves (10 grams)",veg,selenium, hypertension cancer rickets goitre obesity diabeties, high_protien_diet vegan_diet low_fat_diet ketogenic_diet,215
meal_id228,Sambhar,sambar,"Toor dal (100g), Tomatoes (100g), Tamarind (10g), Mixed Vegetables (200g - Carrots, Drumsticks, Radish), Onions (50g), Sambhar powder (10g), Mustard seeds (5g), Curry leaves (5g), Salt (to taste), Oil (10ml)",veg,calcium, hypertension heart_disease, low_fat_diet ketogenic_diet vegan_diet high_fiber_diet high_protien_diet,450
meal_id229,Gajar Halwa,halwa,"Carrots (500 grams, grated), Milk (1 liter), Ghee (3 tablespoons), Sugar (150 grams), Cardamom Powder (1/2 teaspoon), Cashews (10, chopped), Almonds (10, chopped), Raisins (2 tablespoons)",veg,vitamin_a, hypertension heart_disease, high_fiber_diet ketogenic_diet,280
meal_id230,eggless coffee cupcakes,coffee,"maida/ flour, baking powder, sugar, cocoa powder, vanilla essence, butter (softened, salted. in case you are using unsalted butter, add 1/4 tsp salt), milk (to make the batter smooth. adjust the milk quantity according to your batter's smoothness), coffee powder + 1 tsp water, to make a paste (you can increase or decrease according to your coffee tolerance)",veg,vitamin_d, pregnancy anemia, ketogenic_diet hormone_diet,220
meal_id231,Chicken Spinach Curry,chicken,"250g chicken breast, 100g spinach, 1 onion, 2 tomatoes, 2 cloves garlic, 1-inch ginger, 1 tsp turmeric powder, 1 tsp cumin powder, 1 tsp coriander powder, 1/2 tsp red chili powder, 1/2 tsp garam masala, salt to taste, 1 tbsp olive oil",non-veg,iron, anemia pregnancy scurvy rickets goitre kidney_disease obesity, low_fat_diet omni_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,555
meal_id204,Chana Masala, chana,"Chickpeas (chana) - 150 grams, tomatoes - 50 grams, onions - 30 grams, garlic - 10 grams, ginger - 10 grams, green chilies - 5 grams, garam masala - 5 grams, cumin seeds - 5 grams, coriander powder - 5 grams, turmeric powder - 5 grams, salt to taste",veg,magnesium, hypertension heart_disease, high_protien_diet high_fiber_diet ketogenic_diet gluten_free_diet,450
meal_id232,Paneer Bhurji,paneer,"Paneer (200g), Onions (100g), Tomatoes (100g), Green Chilies (2), Ginger (10g), Garlic (10g), Turmeric Powder (1 tsp), Cumin Powder (1 tsp), Coriander Powder (1 tsp), Garam Masala (1 tsp), Salt to taste, Fresh Coriander Leaves for garnish",veg,potassium, obesity diabeties, high_protien_diet low_fat_diet high_fiber_diet ketogenic_diet,510
meal_id7,Paneer Tikka,paneer,"Paneer (200g), Bell Peppers (100g), Onions (50g), Yogurt (50g), Ginger Garlic Paste (10g), Garam Masala (5g), Turmeric Powder (3g), Lemon Juice (10ml), Salt (to taste)",veg,magnesium, hypertension heart_disease, high_protien_diet high_fiber_diet ketogenic_diet,685
meal_id233,Dal Tadka,tadka,"Yellow Lentils (Dal) (200g), Tomato (100g), Onion (100g), Garlic (10g), Ginger (10g), Green Chili (5g), Cumin Seeds (5g), Turmeric Powder (5g), Red Chili Powder (5g), Garam Masala (5g), Fresh Coriander (10g), Salt to taste",veg,potassium, hypertension heart_disease goitre kidney_disease obesity diabeties, low_fat_diet ketogenic_diet vegan_diet high_fiber_diet hormone_diet gluten_free_diet,635
meal_id234,cucumber Raita, raita,"Cucumber (100g), Yogurt (100g), Mint leaves (5g), Cumin powder (2g), Salt (to taste)",veg,protien, cancer diabeties hypertension, ketogenic_diet,530
meal_id51,Paneer Tikka,paneer,"Paneer (200g), Capsicum (50g), Onion (50g), Yogurt (100g), Ginger-garlic paste (10g), Garam masala (5g), Turmeric powder (3g), Red chili powder (5g), Lemon juice (10ml), Salt (to taste)",veg,magnesium, hypertension heart_disease, high_protien_diet high_fiber_diet ketogenic_diet,545
meal_id5,Chana Masala,masala,"Chickpeas (200g, cooked), Onion (100g), Tomato (100g), Ginger (10g), Garlic (10g), Green chili (5g), Spices (Cumin, Coriander, Turmeric, Chili powder, Garam masala, Salt, 5g each)",veg,potassium, goitre kidney_disease, high_protien_diet low_fat_diet high_fiber_diet ketogenic_diet,630
meal_id235,Vegetable Pulao,pulao,"Basmati rice (100g), mixed vegetables (carrots - 50g, peas - 50g, bell peppers - 50g), onion (1 medium, chopped), garlic (2 cloves, minced), ginger (1-inch piece, minced), green chili (1, chopped), whole spices (cinnamon stick - 1 inch, cloves - 2, cardamom pods - 2), vegetable broth (200ml), salt (to taste), turmeric powder (1/2 tsp), cumin powder (1/2 tsp), coriander powder (1/2 tsp), ghee (1 tbsp), cilantro (for garnish)",veg,potassium, kidney_disease, low_fat_diet ketogenic_diet low_sodium_diet vegan_diet high_fiber_diet high_protien_diet dash_diet,395
meal_id236,Paneer Bhurji,paneer,"Paneer(200g), onions (100g), tomatoes (100g), green peas (50g), ginger-garlic paste (10g), turmeric powder (5g), cumin powder (5g), coriander powder (5g), red chili powder (5g), salt (to taste), vegetable oil (10ml)",veg,potassium, scurvy, low_fat_diet high_fiber_diet ketogenic_diet,665
meal_id237,Spinach Lentil Soup,soup,"Spinach (200g), Lentils (100g), Tomatoes (100g), Onions (50g), Garlic (10g), Ginger (10g), Turmeric Powder (5g), Cumin Seeds (5g), Salt (to taste), Water (500ml)",veg,magnesium, diabeties hypertension heart_disease scurvy, high_protien_diet high_fiber_diet ketogenic_diet,460
meal_id53,Spinach Paneer Salad,salad,"Spinach (200g), Paneer (100g), Olive Oil (1 tbsp), Lemon Juice (1 tbsp), Salt (to taste), Black Pepper (1 tsp), Cumin Powder (1 tsp), Chopped Walnuts (20g), Chopped Cucumber (50g), Cherry Tomatoes (50g)",veg,magnesium, hypertension heart_disease, high_protien_diet high_fiber_diet ketogenic_diet,610
meal_id163,red rice vermicelli kheer,kheer,"red rice vermicelli / broken sooji / semolina vermicelli, butter, almonds, whole milk, cardamom powder, saffron strands / thread, sugar",veg,carbohydrates, anemia pregnancy cancer scurvy kidney_disease obesity diabeties, alkaline_diet ketogenic_diet vegan_diet high_protien_diet dash_diet,325
meal_id16,almond and raw banana ,banana,"almond slivers, raw banana (boiled), almond paste, cooking cream, mace powder, cardamom powder , ginger garlic paste, salt, tempura batter",veg,selenium, anemia hypertension cancer scurvy heart_disease kidney_disease diabeties, alkaline_diet low_fat_diet ketogenic_diet gluten_free_diet vegan_diet high_fiber_diet high_protien_diet,510
meal_id18,grilled almond barfi (sugar free),barfi,"khoya, sweetener (optional), almonds (crushed)",veg,calcium, goitre hypertension, low_fat_diet ketogenic_diet gluten_free_diet vegan_diet high_protien_diet,230
meal_id200,chocolate kaju katli,kaju,"cashew nuts, sugar, water, milk chocolate or dark chocolate",veg,vitamin_d, hypertension heart_disease, high_fiber_diet ketogenic_diet,335
meal_id201,mix fruit laccha rabri tortilla,rabri,"milk, sugar, cardamom powder, saffron, almonds and pistachios, grapes, apple, kiwi, orange, pomegranate, mint leaves, tortilla sheet, oil",veg,calcium, pregnancy hypertension scurvy heart_disease eye_disease obesity diabeties, alkaline_diet low_fat_diet ketogenic_diet low_sodium_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet,665
meal_id21,apple rabdi,rabdi,"apples, milk, sugar, green cardamoms, almonds (blanched), pistachios (blanched)",veg,calcium, obesity diabeties, high_protien_diet vegan_diet low_fat_diet ketogenic_diet,690
meal_id22,Paneer Tikka,paneer,"200g papaneerneer cubes, 1 bell pepper (capsicum), 1 onion, 2 tbsp yogurt, 1 tbsp gram flour (besan), 1 tsp ginger-garlic paste, 1 tsp chaat masala, 1 tsp turmeric powder, 1 tsp cumin powder, 1 tsp coriander powder, 1/2 tsp red chili powder, salt to taste",veg,magnesium, goitre, low_sodium_diet high_protien_diet low_fat_diet high_fiber_diet,505
meal_id23,dates and nuts ladoo,ladoo,"dates (pitted), mixed nuts (almonds, cashews, walnuts, pistachios, peanuts), dessicated coconut (optional)",veg,vitamin_e, anemia cancer heart_disease kidney_disease obesity diabeties, alkaline_diet omni_diet ketogenic_diet low_sodium_diet vegan_diet high_fiber_diet gluten_free_diet dash_diet,240
meal_id128,Chicken Spinach Curry,chicken,"Chicken (250g), Spinach (150g), Onion (1 large, chopped), Tomato (2 medium, chopped), Garlic (3 cloves, minced), Ginger (1-inch piece, grated), Green chili (1, chopped), Turmeric powder (1/2 tsp), Cumin powder (1 tsp), Coriander powder (1 tsp), Garam masala (1/2 tsp), Salt (to taste), Oil (2 tbsp), Water (as needed)",non-veg,iron, goitre, vegan_diet low_fat_diet high_fiber_diet,245
